year,president,party,sentence
2006,GWBush,Republican,We will choose to build our prosperity by leading the world economy -- or shut ourselves off from trade and opportunity.
2006,GWBush,Republican,"In a complex and challenging time, the road of isolationism and protectionism may seem broad and inviting -- yet it ends in danger and decline."
2006,GWBush,Republican,"The only way to protect our people, the only way to secure the peace, the only way to control our destiny is by our leadership -- so the United States of America will continue to lead. (Applause.) Abroad, our nation is committed to an historic, long-term goal -- we seek the end of tyranny in our world."
2006,GWBush,Republican,Some dismiss that goal as misguided idealism.
2006,GWBush,Republican,"In reality, the future security of America depends on it."
2006,GWBush,Republican,"On September the 11th, 2001, we found that problems originating in a failed and oppressive state 7,000 miles away could bring murder and destruction to our country."
2006,GWBush,Republican,"Dictatorships shelter terrorists, and feed resentment and radicalism, and seek weapons of mass destruction."
2006,GWBush,Republican,"Democracies replace resentment with hope, respect the rights of their citizens and their neighbors, and join the fight against terror."
2006,GWBush,Republican,"Every step toward freedom in the world makes our country safer -- so we will act boldly in freedom's cause. (Applause.) Far from being a hopeless dream, the advance of freedom is the great story of our time."
2006,GWBush,Republican,"In 1945, there were about two dozen lonely democracies in the world."
2006,GWBush,Republican,"Today, there are 122."
2006,GWBush,Republican,"And we're writing a new chapter in the story of self-government -- with women lining up to vote in Afghanistan, and millions of Iraqis marking their liberty with purple ink, and men and women from Lebanon to Egypt debating the rights of individuals and the necessity of freedom."
2006,GWBush,Republican,"At the start of 2006, more than half the people of our world live in democratic nations."
2006,GWBush,Republican,"And we do not forget the other half -- in places like Syria and Burma, Zimbabwe, North Korea, and Iran -- because the demands of justice, and the peace of this world, require their freedom, as well. (Applause.) President George W."
2006,GWBush,Republican,"Bush delivers his State of the Union Address at the Capitol, Tuesday, Jan. 31, 2006."
2006,GWBush,Republican,"White House photo by Eric Draper No one can deny the success of freedom, but some men rage and fight against it."
2006,GWBush,Republican,And one of the main sources of reaction and opposition is radical Islam -- the perversion by a few of a noble faith into an ideology of terror and death.
2006,GWBush,Republican,Terrorists like bin Laden are serious about mass murder -- and all of us must take their declared intentions seriously.
2006,GWBush,Republican,"They seek to impose a heartless system of totalitarian control throughout the Middle East, and arm themselves with weapons of mass murder."
2006,GWBush,Republican,"Their aim is to seize power in Iraq, and use it as a safe haven to launch attacks against America and the world."
2006,GWBush,Republican,"Lacking the military strength to challenge us directly, the terrorists have chosen the weapon of fear."
2006,GWBush,Republican,"When they murder children at a school in Beslan, or blow up commuters in London, or behead a bound captive, the terrorists hope these horrors will break our will, allowing the violent to inherit the Earth."
2006,GWBush,Republican,"But they have miscalculated: We love our freedom, and we will fight to keep it. (Applause.) In a time of testing, we cannot find security by abandoning our commitments and retreating within our borders."
2006,GWBush,Republican,"If we were to leave these vicious attackers alone, they would not leave us alone."
